,A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
1805,102,-1,104,0,72,12,1,31,30,1
1806,79,0,83,0,-28,21,4,112,108,1
1807,102,-1,104,0,70,0,1,34,32,1
1808,80,-1,84,-6,-36,0,4,120,116,1
1809,79,0,83,0,-30,-8,4,114,110,1
1810,103,4,104,8,70,0,1,35,34,1
1811,82,-5,87,0,-40,0,5,128,124,1
1812,79,-1,83,-2,-40,3,4,124,120,1
1813,101,0,102,0,72,4,1,29,28,1
1814,74,3,79,7,-42,0,4,123,118,1
1815,79,0,83,0,-28,27,4,112,108,1
1816,106,-3,107,-5,72,0,1,35,34,1
1817,78,1,82,1,-40,7,4,123,120,1
1818,103,5,104,-1,70,-2,1,35,34,1
1819,74,8,78,10,-42,-2,4,122,118,1
1820,82,-2,86,0,-10,1,4,96,92,1
1821,104,5,105,5,70,0,1,35,34,1
1822,81,-1,85,-2,-40,0,4,126,122,1
1823,83,2,86,0,-2,0,3,88,86,1
1824,75,0,80,4,-42,0,5,124,120,1
1825,85,0,88,0,2,-17,3,86,82,1
1826,81,0,86,0,-40,2,4,127,122,1
1827,84,0,88,0,-2,-12,3,90,88,1
1828,104,0,105,0,70,0,1,35,34,1
