,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
3340,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.11199999999999999,0
3341,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,0
3342,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,0
3343,F,0.48,0.38,0.145,0.59,0.23199999999999998,0.141,0.23,0
3344,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,0
3345,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.10400000000000001,0
3346,I,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,0
3347,I,0.47,0.375,0.105,0.46799999999999997,0.1665,0.10800000000000001,0.17,0
3348,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,0
3349,F,0.51,0.38,0.13,0.584,0.22399999999999998,0.1355,0.185,0
3350,F,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,0
3351,I,0.475,0.365,0.14,0.4545,0.171,0.11800000000000001,0.158,0
3352,F,0.455,0.36,0.11,0.4385,0.20600000000000002,0.098,0.125,0
3353,I,0.435,0.34,0.11,0.40700000000000003,0.1685,0.073,0.13,0
3354,I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,0
3355,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,0
3356,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,0
3357,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,0
3358,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,1
3359,M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,0
3360,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,0
3361,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,0
3362,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,0
3363,I,0.44,0.31,0.115,0.3625,0.134,0.08199999999999999,0.12,0
3364,M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,0
3365,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,0
3366,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,0
3367,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,0
3368,M,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135,0
3369,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,0
3370,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,0
3371,M,0.54,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.29,1
3372,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,0
3373,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,0
3374,I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,0
3375,I,0.255,0.19,0.07,0.0815,0.027999999999999997,0.016,0.031,0
3376,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,0
3377,I,0.295,0.21,0.08,0.1,0.038,0.026000000000000002,0.031,0
3378,I,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,0
3379,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,1
3380,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,0
3381,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,0
3382,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,0
3383,F,0.475,0.35,0.115,0.48700000000000004,0.19399999999999998,0.1455,0.125,0
3384,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,0
3385,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,0
3386,M,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,0
3387,M,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,0
3388,M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,0
3389,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,0
3390,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,1
3391,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,0
3392,M,0.62,0.48,0.16,1.0765,0.41200000000000003,0.253,0.3,0
3393,F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.385,0
3394,M,0.605,0.475,0.16,1.6159999999999999,0.5495,0.332,0.34,0
3395,F,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,0
3396,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,0
3397,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,0
3398,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,0
3399,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,0
3400,M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,0
3401,I,0.35,0.265,0.11,0.209,0.066,0.059000000000000004,0.075,0
3402,M,0.37,0.28,0.105,0.22399999999999998,0.0815,0.0575,0.075,0
3403,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,0
3404,I,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064,0
3405,I,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,0
3406,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,0
3407,I,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.09300000000000001,0
3408,I,0.415,0.31,0.105,0.3595,0.16699999999999998,0.083,0.0915,0
3409,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,0
3410,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,0
3411,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,0
3412,F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,0
3413,F,0.56,0.465,0.16,1.0315,0.43200000000000005,0.2025,0.337,0
3414,M,0.56,0.45,0.14,0.9,0.47200000000000003,0.182,0.218,0
3415,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,0
3416,F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,0
3417,M,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28,0
3418,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,0
3419,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,0
3420,M,0.61,0.47,0.155,1.0325,0.49700000000000005,0.2175,0.2785,0
3421,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,0
3422,M,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,0
3423,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,0
3424,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,0
3425,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,0
3426,I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,0
3427,I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,0
3428,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,0
3429,I,0.35,0.265,0.095,0.19899999999999998,0.073,0.049,0.06,0
3430,I,0.36,0.27,0.09,0.21899999999999997,0.09699999999999999,0.0405,0.065,0
3431,I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,0
3432,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,0
3433,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,0
3434,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,0
3435,I,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075,0
3436,I,0.43,0.335,0.105,0.37799999999999995,0.188,0.0785,0.09,0
3437,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,0
3438,I,0.465,0.37,0.1,0.5055,0.23399999999999999,0.11,0.14,0
3439,F,0.465,0.355,0.115,0.4705,0.1955,0.11800000000000001,0.126,0
3440,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,0
3441,I,0.485,0.37,0.1,0.513,0.21899999999999997,0.1075,0.13,0
3442,F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,0
3443,I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,0
3444,I,0.5,0.385,0.11,0.596,0.3015,0.10400000000000001,0.151,0
3445,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,0
3446,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,0
3447,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,0
3448,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,0
3449,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,0
3450,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,0
3451,F,0.555,0.42,0.11,0.9309999999999999,0.4445,0.171,0.225,0
3452,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,0
3453,M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,0
3454,F,0.61,0.48,0.16,1.234,0.598,0.23800000000000002,0.315,0
3455,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,0
3456,F,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29,0
3457,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,0
3458,M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,0
3459,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,0
3460,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,0
3461,M,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,0
3462,M,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,0
3463,F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,0
3464,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,0
3465,M,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.37200000000000005,0
3466,F,0.665,0.52,0.165,1.6885,0.7295,0.40700000000000003,0.4265,0
3467,F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,0
3468,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,0
3469,F,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,0
3470,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.013999999999999999,0
3471,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013000000000000001,0
3472,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,0
3473,I,0.4,0.315,0.085,0.2675,0.11599999999999999,0.0585,0.0765,0
3474,I,0.4,0.29,0.1,0.258,0.10400000000000001,0.059000000000000004,0.0815,0
3475,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,0
3476,I,0.435,0.335,0.11,0.41100000000000003,0.2025,0.0945,0.1,0
3477,I,0.44,0.33,0.11,0.38,0.19699999999999998,0.079,0.09,0
3478,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,0
3479,I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,0
3480,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.12300000000000001,0
3481,I,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139,0
3482,I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,0
3483,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,0
3484,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,0
3485,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,0
3486,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,0
3487,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,0
3488,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,0
3489,M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,0
3490,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,0
3491,M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,0
3492,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,0
3493,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,0
3494,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,0
3495,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,0
3496,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,0
3497,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,0
3498,M,0.6,0.41,0.145,0.9390000000000001,0.4475,0.196,0.268,0
3499,M,0.6,0.475,0.16,1.1640000000000001,0.5045,0.2635,0.335,0
3500,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,0
3501,F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,0
3502,F,0.62,0.51,0.18,1.2329999999999999,0.5920000000000001,0.27399999999999997,0.322,0
3503,M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,0
3504,M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,0
3505,F,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,0
3506,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.28800000000000003,0
3507,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,0
3508,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,0
3509,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,0
3510,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,0
3511,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,0
3512,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,0
3513,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,0
3514,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,0
3515,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.39799999999999996,0
3516,M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,0
3517,M,0.715,0.545,0.18,1.7405,0.871,0.34700000000000003,0.449,0
3518,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.46799999999999997,0
3519,I,0.215,0.15,0.055,0.040999999999999995,0.015,0.009000000000000001,0.0125,0
3520,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,0
3521,I,0.26,0.205,0.07,0.09699999999999999,0.0415,0.019,0.0305,0
3522,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,0
3523,I,0.33,0.23,0.085,0.1695,0.079,0.026000000000000002,0.0505,0
3524,I,0.335,0.26,0.085,0.192,0.09699999999999999,0.03,0.054000000000000006,0
3525,I,0.35,0.26,0.09,0.1765,0.07200000000000001,0.0355,0.0575,0
3526,I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.055999999999999994,0
3527,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,0
3528,I,0.36,0.265,0.09,0.2055,0.096,0.037000000000000005,0.0585,0
3529,I,0.365,0.275,0.09,0.2345,0.10800000000000001,0.051,0.0625,0
3530,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,0
3531,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,0
3532,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,0
3533,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,0
3534,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,0
3535,I,0.43,0.325,0.105,0.309,0.11900000000000001,0.08,0.098,0
3536,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,0
3537,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,0
3538,I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,0
3539,I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,0
3540,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,0
3541,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,0
3542,I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,0
3543,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,0
3544,I,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,0
3545,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,0
3546,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,0
3547,I,0.5,0.365,0.125,0.528,0.22899999999999998,0.10300000000000001,0.1645,0
3548,M,0.505,0.39,0.115,0.5585,0.2575,0.11900000000000001,0.1535,0
3549,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,0
3550,I,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16,0
3551,I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,0
3552,I,0.53,0.42,0.13,0.6579999999999999,0.29600000000000004,0.1245,0.198,0
3553,M,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365,0
3554,I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,0
3555,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,0
3556,I,0.55,0.425,0.155,0.8725,0.41200000000000003,0.187,0.2425,0
3557,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,0
3558,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.27699999999999997,0
3559,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,0
3560,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,0
3561,I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,0
3562,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,0
3563,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,0
3564,M,0.575,0.45,0.155,0.8859999999999999,0.3605,0.21100000000000002,0.2575,0
3565,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,0
3566,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.23800000000000002,0
3567,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,0
3568,M,0.58,0.47,0.165,1.041,0.54,0.166,0.27899999999999997,0
3569,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,0
3570,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,0
3571,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,0
3572,F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,0
3573,M,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275,0
3574,F,0.6,0.475,0.155,1.0590000000000002,0.441,0.19,0.39,0
3575,M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,0
3576,F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,0
3577,F,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,0
3578,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,0
3579,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,0
3580,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,0
3581,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,0
3582,M,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,0
3583,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,0
3584,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,0
3585,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,0
3586,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,0
3587,M,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,0
3588,F,0.65,0.52,0.195,1.6275,0.6890000000000001,0.3905,0.43200000000000005,0
3589,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,0
3590,M,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,0
3591,F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,0
3592,F,0.66,0.5,0.155,1.3765,0.6485,0.28800000000000003,0.335,0
3593,M,0.66,0.515,0.2,1.6465,0.7490000000000001,0.42200000000000004,0.401,0
3594,M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,0
3595,M,0.685,0.53,0.17,1.56,0.647,0.38299999999999995,0.465,0
3596,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,0
3597,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,0
3598,I,0.175,0.125,0.04,0.027999999999999997,0.0095,0.008,0.009000000000000001,0
3599,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,0
3600,I,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,0
3601,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,0
3602,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,0
3603,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,0
3604,F,0.51,0.375,0.11,0.5805,0.2865,0.11800000000000001,0.14800000000000002,0
3605,M,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.11900000000000001,0
3606,M,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228,0
3607,F,0.555,0.405,0.12,0.9129999999999999,0.4585,0.196,0.2065,0
3608,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,0
3609,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,0
3610,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,0
3611,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,0
3612,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,0
3613,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,0
3614,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,0
3615,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,0
3616,M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,0
3617,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,0
3618,F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,0
3619,F,0.655,0.455,0.17,1.275,0.583,0.303,0.33299999999999996,0
3620,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,0
3621,M,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,0
3622,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,0
3623,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,0
3624,M,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48,0
3625,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,0
3626,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,0
3627,I,0.27,0.205,0.05,0.084,0.03,0.0185,0.028999999999999998,0
3628,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,0
3629,I,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,0
3630,I,0.3,0.225,0.075,0.1345,0.057,0.027999999999999997,0.044000000000000004,0
3631,I,0.3,0.22,0.065,0.1195,0.052000000000000005,0.0155,0.035,0
3632,I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,0
3633,I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,0
3634,I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,0
3635,I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,0
3636,I,0.44,0.34,0.105,0.344,0.12300000000000001,0.081,0.125,0
3637,I,0.44,0.32,0.095,0.3275,0.1495,0.059000000000000004,0.1,0
3638,I,0.445,0.345,0.12,0.4035,0.16899999999999998,0.0825,0.13,0
3639,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,0
3640,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,0
3641,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,0
3642,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,0
3643,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,0
3644,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,0
3645,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,0
3646,I,0.49,0.39,0.12,0.511,0.2205,0.10300000000000001,0.1745,0
3647,I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,0
3648,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,0
3649,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,0
3650,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,0
3651,I,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215,0
3652,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.20800000000000002,0
3653,M,0.53,0.41,0.125,0.769,0.34600000000000003,0.17300000000000001,0.215,0
3654,I,0.53,0.395,0.125,0.6235,0.2975,0.10800000000000001,0.195,0
3655,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,0
3656,I,0.535,0.45,0.155,0.8075,0.3655,0.14800000000000002,0.2595,0
3657,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,0
3658,F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,0
3659,I,0.55,0.415,0.15,0.7915,0.3535,0.17600000000000002,0.23600000000000002,0
3660,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,0
3661,I,0.55,0.4,0.135,0.7170000000000001,0.3315,0.1495,0.221,0
3662,I,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,0
3663,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,0
3664,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,0
3665,F,0.585,0.42,0.155,1.034,0.43700000000000006,0.2225,0.32,0
3666,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,0
3667,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,0
3668,M,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28,0
3669,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,0
3670,F,0.595,0.44,0.135,0.9640000000000001,0.5005,0.1715,0.2575,0
3671,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,0
3672,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.27899999999999997,0
3673,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,0
3674,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,0
3675,M,0.605,0.49,0.165,1.1245,0.49200000000000005,0.222,0.3555,0
3676,F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,0
3677,M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,0
3678,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,0
3679,M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,0
3680,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,0
3681,M,0.62,0.525,0.155,1.085,0.45399999999999996,0.1965,0.35,0
3682,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,0
3683,M,0.62,0.48,0.165,1.0855,0.48100000000000004,0.2575,0.305,0
3684,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,0
3685,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,0
3686,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,0
3687,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,0
3688,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,0
3689,M,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,0
3690,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,0
3691,M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.39899999999999997,0
3692,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,0
3693,F,0.65,0.52,0.195,1.281,0.5985,0.24600000000000002,0.3825,0
3694,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,0
3695,M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,0
3696,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,0
3697,M,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4,0
